"annotation_id","annotator","created_at","id","lead_time","label","text","updated_at"
247,"1","2025-02-28T10:05:23.095559Z",247,54.129,"Neutral","Анаан лаппыйан санатабыт, “Кыым” кэнсиэрэ – барыһы биэрэр кэмиэрчэскэй бырайыак буолбатах.","2025-02-28T10:05:23.095638Z"
248,"1","2025-02-28T10:05:48.340772Z",248,23.903,"Neutral","Манна Арассыыйа хас да регионуттан араас тиэхиньикэнэн оҥоһуллубут 150 үлэ кэлэн турда.","2025-02-28T10:05:48.340852Z"
249,"1","2025-02-28T10:06:07.661406Z",249,17.525,"Negative","Нэһилиэктэр кыһалҕаларын барытын үөһэттэн хайдах да учуоттаабаккын, кыаллыбат.","2025-02-28T10:06:07.661483Z"
250,"1","2025-02-28T10:06:15.932363Z",250,6.959,"Neutral","Биһиги хаһаайыстыбаҕа 1283 сүөһүлээхпит, онтон ыанара – 413.","2025-02-28T10:06:15.932437Z"
251,"1","2025-02-28T10:06:30.800714Z",251,13.511,"Positive","Оҥорон таһаарыы бары хаамыыта чопчу тэрээһиннээх, оттон үлэһит ис иһиттэн бэрээдэктээх, сүрэхтээх буолуохтаах.","2025-02-28T10:06:30.800794Z"
252,"1","2025-02-28T10:06:43.530930Z",252,10.638,"Positive","Дьон эмиэ көхтөөхтүк кытынна, актыбыыстар нэһилиэктэртэн барытыттан икки мөлүйүөн солкуобайы хомуйдулар.","2025-02-28T10:06:43.531008Z"
254,"1","2025-03-07T10:02:00.337184Z",254,519.274,"Neutral","Адьас соторутааҕыта сиэртибэлэммит сибиэһэй уҥуохтар кытта бааллара.","2025-03-07T10:02:00.337275Z"
255,"1","2025-03-07T10:03:49.620647Z",255,107.4,"Positive","Ону сэргэ биллэр-көстөр биир дойдулаахтарбыт эмиэ харчынан көмөлөспүттэрэ.","2025-03-07T10:03:49.620728Z"
256,"1","2025-03-07T10:15:49.804481Z",256,718.86,"Neutral","Куоракка олорор дьон ити маастар былаанынан тутуллар дьиэлэри олохтоохтор атыылаһыахтара дии саныыллар.","2025-03-07T10:15:49.804560Z"
257,"1","2025-03-07T10:17:41.692327Z",257,110.622,"Negative","Ол түмүгэр үгүс эрэгийиэннэргэ, Арассыыйаҕа даҕаны оскуолалар, балыыһалар сабыллан нэһилиэктэр эстибиттэрэ.","2025-03-07T10:17:41.692402Z"
258,"1","2025-03-07T10:18:19.532852Z",258,35.883,"Neutral","Н. Попов дириэктэрдээх Намнааҕы гимназия учууталлара гимназияларын таһыгар 15х24 миэтэрэлээх ааркалыы успуорт саалата туппуттара.","2025-03-07T10:18:19.532932Z"
259,"1","2025-03-07T10:18:56.275755Z",259,35.176,"Neutral","Сатаатар, бу сиргэ илиим суола хааллын диэн буолаахтаатаҕа.","2025-03-07T10:18:56.275833Z"
260,"1","2025-03-07T10:19:30.771083Z",260,33.268,"Neutral","Харчы ааҕылларын, суоттанарын сөбүлүүр.","2025-03-07T10:19:30.771166Z"
261,"1","2025-03-07T10:20:29.692722Z",261,57.584,"Positive","Зоя Егоровна Аржакова ыытар өрөспүүбүлүкэ иһинэн онлайн-хоһоон күрэҕэр араас таһымнаах кыайыыларым суруйарбар-айарбар санаа көтөҕөн суоллууллар.","2025-03-07T10:20:29.692801Z"
262,"1","2025-03-07T10:21:11.761369Z",262,40.401,"Positive","Урут саха киһитэ алааска бэйэтин эрэ толкуйунан астанан, дьаһанан олорбут буоллаҕына, ССРС кэмигэр үөһэттэн ыйыы, көмө сопхуостарынан бэриллэн, дьон үчүгэйдик олорбуттара.","2025-03-07T10:21:11.761451Z"
263,"1","2025-03-07T10:23:04.625227Z",263,111.147,"Neutral","Ону ситиһии булуллубутунан алмааһы кырыылаан-наардаан, ураннаан-нарылаан, уон араас өҥүнэн күлүмнүүр бирилийээни оҥорон таһаарар кэриэтэ үгүс сыраттан, дьаныартан, үгүс үлэттэн тахсар.","2025-03-07T10:23:04.625314Z"
264,"1","2025-03-07T10:24:02.388070Z",264,55.872,"Positive","Олору чөлүгэр түһэрэргэ, хаттаан тутарга сүрдээх улахан үлэлэр ыытыллыбыттара.","2025-03-07T10:24:02.388154Z"
265,"1","2025-03-07T10:24:18.197323Z",265,14.501,"Neutral","Эргэрбитин атыылаан баран, соторутааҕыта атыыласпыта.","2025-03-07T10:24:18.197600Z"
266,"1","2025-03-07T10:24:27.796844Z",266,8.127,"Neutral","Үһүс уол Слава Нерюнгрига программист идэтигэр үөрэнэ сылдьар.","2025-03-07T10:24:27.796923Z"
267,"1","2025-03-07T10:24:36.940834Z",267,7.423,"Neutral","Маны тэҥэ уу ыраастаан кутабыт.","2025-03-07T10:24:36.940912Z"
268,"1","2025-03-07T10:25:25.928401Z",268,47.661,"Positive","Дьэ, маныаха кинини өссө кыратык хайҕаан “маладьыас” диэтэхтэринэ, бу оҕо аны 15 мүнүүтэтигэр кыһаллан үөрэнэр.","2025-03-07T10:25:25.928492Z"
269,"1","2025-03-07T10:27:04.681944Z",269,97.119,"Neutral","Аҕыйах сылтан бэттэх Дьокуускайга КОИБ (комплекс обработки избирательных бюллетеней) диэн барытын бэйэтэ ааҕар-суоттуур тэриллэр баар буолбуттара.","2025-03-07T10:27:04.682108Z"
270,"1","2025-03-07T10:27:14.953748Z",270,8.573,"Neutral","Ол иһин ИДьМ, Росгвардия, быыһыыр сулууспалар, уопсайынан, элбэх структура ити чааһыгар үлэлэһэ сылдьар.","2025-03-07T10:27:14.953849Z"
271,"1","2025-03-07T10:29:16.486401Z",271,119.5,"Neutral","Сорох күн эмиэ имэрийэ, кууһа сатыыра.","2025-03-07T10:29:16.486482Z"
272,"1","2025-03-07T10:29:53.808827Z",272,35.817,"Neutral","1987 сыллаахха ырыа факультетын устудьуона Сергей Чигиревка кэргэн тахсыбыта.","2025-03-07T10:29:53.808907Z"
273,"1","2025-03-07T10:30:06.088146Z",273,10.933,"Neutral","Ол иһин СТНГ, ЯТЭК гааһы оҥорууларын улаханнык кыччаттылар.","2025-03-07T10:30:06.088226Z"
274,"1","2025-03-07T10:33:29.690912Z",274,202.182,"Negative","Олорор усулуобуйабыт, олохпут-дьаһахпыт маннааҕар быдан мөлтөх бөҕө буоллаҕа.","2025-03-07T10:33:29.690997Z"
275,"1","2025-03-07T10:34:49.430433Z",275,78.078,"Positive","Сорохтор бэйэлэрэ туспа суол арынан, улуустарынан, нэһилиэктэринэн, куоратынан түмсүүлэргэ тарҕанан, үлэлии, айа-тута сылдьаллар.","2025-03-07T10:34:49.430514Z"
276,"1","2025-03-07T10:35:37.878886Z",276,46.685,"Neutral","Ол эрээри биир түүн биэстэн элбэх сакааһы ылбаппын.","2025-03-07T10:35:37.878964Z"
277,"1","2025-03-07T10:36:58.380848Z",277,78.376,"Positive","Холобур, урукку үтүө дьылларга “Саныаҕыҥ, доҕоттор, ааспыты” тэрээһиҥҥэ кэлбит дьон үчүгэй кэнсиэри көрөллөрүн таһынан,  кэнсиэр билиэтин саҕа сыаналаах ботуччу суумалаах бэлэҕи тутан тарҕаһаллара.","2025-03-07T10:36:58.381027Z"
278,"1","2025-03-07T10:37:40.687578Z",278,40.772,"Neutral","Сыл бүтэһигэр “эмискэ хантан кэлэн хаалбыт тэрилтэний?","2025-03-07T10:37:40.687659Z"
279,"1","2025-03-07T10:37:49.138662Z",279,6.513,"Neutral","Киниэхэ 145 чилиэннээх сойуустан 81 киһи кэлбититтэн 45 чилиэн куоластаабыт.","2025-03-07T10:37:49.138745Z"
280,"1","2025-03-07T10:39:41.171659Z",280,110.073,"Neutral","Аны дьон үгүстэрэ киһи ыарыйдын да биэксэр (биэлсэр) ылбыттар үһү диэн кэпсииллэр, уонна биэксэргэ кэлээччи-барааччы кэмэтэ суох.","2025-03-07T10:39:41.171739Z"
281,"1","2025-03-07T10:40:55.856243Z",281,72.981,"Neutral","Оттон ааспыт ыйга АХШ-ка криптовалютаҕа улахан мунньах буолбутугар Трамп өйүүбүн диэтэ.","2025-03-07T10:40:55.856323Z"
282,"1","2025-03-07T10:41:04.166943Z",282,6.979,"Neutral","Ааспыт сайын бэркэ диэн мунньан-тараан 5 оту (1,5х5=7,5 т) туруордубут.","2025-03-07T10:41:04.167024Z"
283,"1","2025-03-07T10:42:11.763156Z",283,66.011,"Neutral","Дьаһалта дьиэтин  утары  Бороҕон саамай улахан уулуссатын  кэккэлэһиннэрэ  миэстэ таһааран, онно тутар буоллубут.","2025-03-07T10:42:11.763240Z"
284,"1","2025-03-07T10:45:38.474286Z",284,204.873,"Neutral","Ээ, дьэ эрэ, олоҥхоҕор кимнээх оруолларын толороҕун?","2025-03-07T10:45:38.474364Z"
285,"1","2025-03-07T10:46:38.045350Z",285,57.459,"Positive","Миигин ыллата-ыллата тута синтезаторыгар ууран, наһаа үчүгэй фонограммалары оҥорон биэрбитэ.","2025-03-07T10:46:38.045430Z"
286,"1","2025-03-07T10:49:45.796639Z",286,186.355,"Negative","Ким эрэ көссүү булунар, ким эрэ “айака” диэн баран, үлүбээй арахсан барара, – диир Эмиэрикэ дьахтара, – мин да ол оннугу көрө-билэ сылдьан, тапталлара диэҥҥэ ончу итэ­ҕэйбэт буолан барбытым.","2025-03-07T10:49:45.796718Z"
287,"1","2025-03-07T10:50:34.967829Z",287,47.871,"Positive","Эр киһи кырасыабай, мэлдьи бэйэтин көрүнэр, кини тылын, кэпсээ­нин болҕомтолоохтук истэр, кини туһугар долгуйар, санааргыыр, аһынар-харыһыйар дьахтарга наадыйар.","2025-03-07T10:50:34.967918Z"
288,"1","2025-03-07T10:51:29.355652Z",288,52.265,"Negative","Биһиги утары уунарбыт суох буолан, бүтэр уһугар хотторон  тахсыбыппыт.","2025-03-07T10:51:29.355734Z"
289,"1","2025-03-07T10:52:19.379128Z",289,48.635,"Negative","Барбытым кэннэ салҕаабыттара да, кэнники сылларга мөлтүү  быһыытыйбыта.","2025-03-07T10:52:19.379208Z"
290,"1","2025-03-07T10:54:13.939788Z",290,112.938,"Positive","Аллеябытын туппуппут, дьоруойдар боруонса бүүстэрин маннааҕы скульптордарга оҥорторбуппут.","2025-03-07T10:54:13.939866Z"
291,"1","2025-03-07T10:54:52.226504Z",291,36.472,"Neutral","Күһүн хойут, сороҕор алтынньы саҥатыгар, күп-күөҕүнэн тоҥмутун быһан ынахха битэмиин курдук биэрэбит.","2025-03-07T10:54:52.226588Z"
292,"1","2025-03-07T10:55:45.620560Z",292,52.063,"Negative","Заболоцкай-Чысхаан «Мааппа» диэн номоххо олоҕурбут сэһэнин, эбэтэр урут уһуллубут кылгас киинэ салгыыта да диэн ылымматым.","2025-03-07T10:55:45.620643Z"
293,"1","2025-03-07T10:56:34.395848Z",293,46.871,"Negative","Атаардахпына, букатын барбыккыт курдук санаа киирэр.","2025-03-07T10:56:34.395929Z"
294,"1","2025-03-07T10:57:18.148159Z",294,42.386,"Negative","Мэниктиир, баппат, уруогу ыһар, оҕолору тыытар, улахан дьон тылын истибэт буолууну оҕо бэйэтин баҕатынан дии саныыллар.","2025-03-07T10:57:18.148242Z"
295,"1","2025-03-07T11:23:56.852284Z",295,1595.348,"Neutral","Билигин “Үрүччэ” ансаамбыл куорат 3 №-дээх орто оскуолатыгар хореограф Туяра Петровна Колесова салалтатынан салгыы үлэлиир.","2025-03-07T11:23:56.852394Z"
296,"1","2025-03-07T11:24:59.601868Z",296,60.445,"Neutral","2023 с[DOT] – Госдума сокуону ылын-наҕына, нэһилиэккэ дьокутааттар уонна баһылыктар суох буолуохтаахтар.","2025-03-07T11:24:59.602026Z"
298,"1","2025-03-07T11:49:17.538672Z",298,1449.576,"Positive","Хайа да сири-дойдуну, түбэни аатын ааттатар, суон сурахтыыр үлэһит дьон баар буолаллар.","2025-03-07T11:49:17.538815Z"
299,"1","2025-03-07T11:50:15.090586Z",299,55.479,"Positive","Оттон билигин ылан көрүөххэ: киинэ тыйаатырдара тобус-толорулар, өссө сахалыы киинэ арҕаа киинэлэртэн хаалсыбат хомууру оҥорор!","2025-03-07T11:50:15.090668Z"
300,"1","2025-03-13T15:25:03.010289Z",300,155.858,"Neutral","3,5–4 км холлоҕос бүтэйинэн эргиттэххэ, ол иһигэр баар эбэ (күөл) 18 гаа иэнин көҕүрэттэххэ, 75–18=57 гаа туһанар сир тахсар.","2025-03-13T15:25:03.010369Z"
301,"1","2025-03-13T15:31:38.977060Z",301,392.464,"Positive","СонуннарУопсастыбаТоҕус “баба-яганы” суулларбыт хорсун саха уола Сонньуйан эттэххэ, быйыл куораппыт киинигэр саҥа маастар-былаанынан ууруллубут билииккэлэри көрдөххө, үчүгэйдэрэ бэрт.","2025-03-13T15:31:38.977144Z"
302,"1","2025-03-13T15:31:51.067112Z",302,9.388,"Neutral","Кэнники оҕолору барыларын эдьиийдэрэ Вера үөрэппитэ.","2025-03-13T15:31:51.067192Z"
303,"1","2025-03-13T15:33:33.315101Z",303,101.047,"Positive","Кэлин биһиги ыал төһө даҕаны Дьокуускайга көһөн кэллэрбит, мин манна оскуоланы бүтэрдэрбин, төрөөбүт бөһүөлэгим, сирим-дойдум курдаттыы тардар курдуга.","2025-03-13T15:33:33.315185Z"
304,"1","2025-03-13T15:33:40.885880Z",304,6.119,"Neutral","Ити тухары төһөлөөх элбэх быһаҕы көрбүтэ буолуой?","2025-03-13T15:33:40.885958Z"
305,"1","2025-03-13T15:34:15.863657Z",305,32.832,"Positive","Экэниэмикэ, инфраструктура сайдар, инбэстииссийэ, имидж өттүнэн кэрэхсэбилэ улаатар.","2025-03-13T15:34:15.863737Z"
306,"1","2025-03-13T15:35:11.757574Z",306,54.396,"Negative","Төрүт даҕаны ол бу “сибэтии” дии-дии ханнык эмэ дьону албыннааччы аҕабыыт аймаҕы суруйаллара ол сымыйа буолуохтаах.","2025-03-13T15:35:11.757654Z"
307,"1","2025-03-13T15:36:11.371359Z",307,58.314,"Neutral","Бырамыысыланнас киэнэ өссө үрдүк буолуохтаах.","2025-03-13T15:36:11.371494Z"
308,"1","2025-03-13T15:37:21.736589Z",308,68.793,"Neutral","Бу курдук үрдүк таһымнаах, элбэх киһи интэриэһин таарыйар бырайыактар биир-икки эрэ киһи толкуйдаабытынан, ыра-баҕа санаатынан олоххо киирэр буолбатахтар.","2025-03-13T15:37:21.736669Z"
309,"1","2025-03-13T15:38:23.376558Z",309,59.362,"Neutral","Ол иһин арҕаа дойдулар ити кэмҥэ араас «бырабыыталыстыбаннайа суох» тэрилтэлэр, пуондалар нөҥүө күүстээх үлэни ыыппыттара.","2025-03-13T15:38:23.376659Z"
310,"1","2025-03-13T15:42:27.642434Z",310,239.761,"Positive","АЛРОСА – бииргэ үлэлэһэр тутаах доҕорбут.","2025-03-13T15:42:27.642523Z"
311,"1","2025-03-13T15:42:56.409522Z",311,26.12,"Neutral","Аргыый аҕай эбэм хоһун диэки көрбүппэр, били, туох эрэ маҥан эмиэ хамсыыр.","2025-03-13T15:42:56.409658Z"
312,"1","2025-03-13T15:43:51.683570Z",312,53.694,"Positive","Эбэн эттэххэ, аны сотору кэминэн уулусса иккис аҥаара ити курдук тупсарыллыахтаах.","2025-03-13T15:43:51.683662Z"
313,"1","2025-03-13T15:46:44.243057Z",313,169.601,"Neutral","Кыһалҕа кыһыл кымньыылаах дииллэрэ чахчы.","2025-03-13T15:46:44.243134Z"
314,"1","2025-03-13T15:58:25.435584Z",314,699.975,"Negative","Ол эрэн ким эрэ аҥардастыы таптыыр, таптатар, ким эрэ туһанар, ким эрэ сорук-боллур буолар, ким эрэ олуйсан, онно сөрүөстэн олорор.","2025-03-13T15:58:25.435663Z"
315,"1","2025-03-13T16:02:20.814820Z",315,233.918,"Neutral","Уопсайынан, ахсаанын хонтуруоллуохха наада дэһэллэр.","2025-03-13T16:02:20.814909Z"
316,"1","2025-03-13T16:05:41.578482Z",316,199.119,"Positive","Билигин Данилова Зоя Никандровна-Кэкэрдэ салайааччылаах элбэх тэрээһиннэргэ, кинигэ биһирэмнэригэр кыттан, үлэбит тэтиминэн баран иһэр.","2025-03-13T16:05:41.578563Z"
317,"1","2025-03-13T16:06:51.996743Z",317,68.985,"Negative","СонуннарОлох-дьаһахАЛРОСА көмөтүнэн Ленскэй киин уулуссата уларыйда – Эн сиргэммэккин, баалыы да санаабаккын дуо?","2025-03-13T16:06:51.996929Z"
318,"1","2025-03-13T16:07:01.711598Z",318,8.548,"Neutral","Аҕата Николай Петрович Новиков-Халаа Ньукулай ийэбинэн аймахпыт.","2025-03-13T16:07:01.711678Z"
319,"1","2025-03-13T16:07:44.946448Z",319,41.822,"Positive","Мин саныахпар, улуу дьон биһиги кыайбат кыһал­ҕабытын быһаараллара.","2025-03-13T16:07:44.946526Z"
320,"1","2025-03-13T16:09:37.407882Z",320,110.822,"Neutral","Мантан антах элбэх кыбартыыралаах дьиэлэргэ баар уопсастыбаннай аһылык туочукаларыгар итирдэр утах атыыланар бириэмэтин, ону таһынан эрэстэрээннэргэ, бардарга, кафеларга, буфеттарга пиибэ, сидр уонна атын итирдэр утах атыыланар ирдэбилин эрэгийиэн бэйэтэ олохтуур-хааччахтыыр кыахтанар.","2025-03-13T16:09:37.407985Z"
321,"1","2025-03-13T16:11:58.527290Z",321,139.748,"Negative","Кутанаҕа кутурҕан күнэ биллэриллибитэ.","2025-03-13T16:11:58.527371Z"
322,"1","2025-03-13T16:13:16.781958Z",322,76.427,"Positive","Түргэн үлүгэрдик сурунаал тула айар-тутар дьон муста охсубута.","2025-03-13T16:13:16.782037Z"
323,"1","2025-03-13T16:13:24.921224Z",323,6.057,"Neutral","Кини буруйданааччыга  2 250 000 солкуобайы төлөөбүт.","2025-03-13T16:13:24.921300Z"
324,"1","2025-03-13T16:15:17.620077Z",324,111.342,"Positive","Үгүс уонунан сыллар анараа өттүлэригэр курдук, билигин да геолог идэтигэр арамаантыктар кэлэллэр.","2025-03-13T16:15:17.620156Z"
325,"1","2025-03-13T16:15:45.322840Z",325,25.995,"Neutral","Быйыл мас тардыһыытыгар эр дьон, дьахталлар уонна бэрээтээннэр Дьобуруопатааҕы чөмпүйэнээттэрэ, ону тэҥэ 18-гар диэри саастаах ыччат дьон биирдиилээн бастыыр иһин күрэхтэрэ ахсынньы 12 – 16 күннэригэр Грузия Цхалтубо куоратыгар ыытыллыахтааҕа.","2025-03-13T16:15:45.322919Z"
326,"1","2025-03-13T16:20:40.442749Z",326,292.837,"Neutral","Ол гынан баран ол пуун бөһүөлэккэ сүүстэн тахса бэйдиэ сылдьар ыт кыһалҕатын бүтэһиктээхтик быһаарыа дуо?","2025-03-13T16:20:40.442830Z"
327,"1","2025-03-13T16:23:43.972166Z",327,182.372,"Positive","7 (914) 820-09-75 – Быйыл мин “КиноМАНиЯ” үөрэх тиһигэр кыттыбытым, онно бастыҥ туруорааччы-худуоһунньук буолбутум.","2025-03-13T16:23:43.972250Z"
328,"1","2025-03-13T16:25:25.177735Z",328,99.662,"Neutral","Биһиги ыал Эмискэ мин сэттис кылааска киирэр сылбар көһөн кэлбитэ.","2025-03-13T16:25:25.177892Z"
329,"1","2025-03-13T16:28:08.286655Z",329,161.296,"Neutral","Холобур, Степан Контоев уолаттарын: Сашаны, Германы биэс саастарыттан оскуоланы бүтэриэхтэригэр диэри бэйэтэ эрчийбитэ.","2025-03-13T16:28:08.286733Z"
330,"1","2025-03-13T16:30:31.710892Z",330,141.982,"Neutral","Чэ, быһата, ити курдук хас да сыл ылбат-биэрбэт олоҕу олорон, эрбиттэн арахсан баран, биир дьүө­гэм кучуйан, үс сыллааҕыта Дьокуускайга кэлбитим.","2025-03-13T16:30:31.710973Z"
331,"1","2025-03-13T16:31:42.192444Z",331,69.231,"Positive","Дьоммут-сэргэбит араас граннары, субсидиялары туһаналларыгар дьаһалта кэмигэр өйөбүлэ, көмөтө улахан суолталаах.","2025-03-13T16:31:42.192523Z"
332,"1","2025-03-13T16:35:58.929561Z",332,255.372,"Neutral","Алексей Евстратов кэпсээбитинэн, ХБК-ларга, батарар комплекска уонна да хампаанньа бары хааччыйар салаа тэрилтэлэригэр анаан, исписэлиистэри сыллата бэлэмнииллэр.","2025-03-13T16:35:58.929654Z"
333,"1","2025-03-13T16:38:22.989742Z",333,142.21,"Neutral","Дьэ, доҕоор, өйдөөн көрбүтэ кинилэри кып-кыһыл харахтаах ньирэй одуулаан турар эбит.","2025-03-13T16:38:22.989820Z"
334,"1","2025-03-13T16:40:20.404176Z",334,115.718,"Neutral","Бэл, икки хас сыллааҕыттан үүт соҕотуопкатын туһунан сыыппара тахсыбат буолла.","2025-03-13T16:40:20.404255Z"
335,"1","2025-03-13T16:44:53.890911Z",335,271.952,"Neutral","Арай ити 57 гааттан 60%-на туһаҕа таҕыстын уонна ити сири тупсарар дьаһаллар түмүктэринэн сыл ахсын биир гааттан 2 т итэҕэһэ суох өлгөм үүнүүнү биэрдин?","2025-03-13T16:44:53.890990Z"
336,"1","2025-03-13T16:45:50.533297Z",336,54.67,"Negative","Кистии-саба көрдөр даҕаны онтуката биллэн хаалан, кыбыстар аатыгар барар.","2025-03-13T16:45:50.533376Z"
337,"1","2025-03-13T16:46:28.005313Z",337,35.711,"Negative","Эрдэрэ тус интэриэстэрин, иэйиилэрин инники күөҥҥэ туппаттара балай эмэ эридьиэстэннэ.","2025-03-13T16:46:28.005394Z"
338,"1","2025-03-13T16:59:29.896676Z",338,779.732,"Neutral","Кэнсиэр барыта биир күдьүс ырыанан-тойугунан эрэ “күрдьэн” барбакка, быыһыгар үҥкүүлээх-битиилээх ааста.","2025-03-13T16:59:29.896779Z"
339,"1","2025-03-13T16:59:42.824264Z",339,10.656,"Neutral","Дьонум массыынаҕа киирэн баран, тута салаһан, убахтаһан, сыллаһан-уураһан бардылар.","2025-03-13T16:59:42.824348Z"
340,"1","2025-03-13T17:17:22.045444Z",340,1055.448,"Neutral","Сүрүн аһылыга – соҕоон.","2025-03-13T17:17:22.045537Z"
341,"1","2025-03-13T17:17:32.282752Z",341,8.102,"Neutral","Билигин чопчу быһаарыстахпытына, кэлэр сылларга ньыматын уларытыахха да сөп.","2025-03-13T17:17:32.282902Z"
342,"1","2025-03-13T17:20:27.120989Z",342,173.56,"Neutral","Бастыҥ монтажер – Жегусов Айтал, “Spectrum Light” хамаанда (кейсэ – “Peek-a-boo” буокса кулууба); Дьэ, хотулар олохпут уонна өрөспүүбүлүкэ киин улуустарын тэтимин икки арда маннык улахан араастаах.","2025-03-13T17:20:27.121067Z"
343,"1","2025-03-13T17:21:37.937150Z",343,69.022,"Positive","Александр ПАВЛОВ: “20-тэн тахса сыл үлэлиирим тухары үлэһиттэргэ диэн ааттаан, 60-тан тахса дьиэни туттардыбыт.","2025-03-13T17:21:37.937237Z"
344,"1","2025-03-13T17:21:45.639787Z",344,6.06,"Positive","Бырайыактарбытынан барытынан да киэн туттабыт.","2025-03-13T17:21:45.639869Z"
345,"1","2025-03-13T17:22:22.752444Z",345,35.858,"Neutral","Оҕолорбут бары араас майгылаахтар, интэриэстээхтэр, дьарыктаахтар.","2025-03-13T17:22:22.753277Z"
346,"1","2025-03-13T17:23:11.657830Z",346,47.265,"Neutral","Эбэлээх, эһэм оттууллара-мастыыллара, хаһаайыстыбаларын бэрийэллэрэ.","2025-03-13T17:23:11.657909Z"
347,"1","2025-03-13T17:24:27.760873Z",347,73.417,"Neutral","Ити курдук дойду ахсаана күн-түүн элбии турар.","2025-03-13T17:24:27.760953Z"
348,"1","2025-03-13T17:25:51.586430Z",348,81.876,"Neutral","Реворий Чемчоев-Чөмчөө Уус оҥорбут хомуһа куосумаска тахсыбытын истэн, хайдах онно “тиийэн хаалбытын” токкоолостулар, дьиктиргээтилэр даҕаны.","2025-03-13T17:25:51.586508Z"
349,"1","2025-03-13T17:26:36.342497Z",349,42.587,"Positive","Тулалыыр дьонун, атын оҕолору кытта тэҥҥэ үүнэр-сайдар, үөрэҕи ылар кыахтанар.","2025-03-13T17:26:36.342637Z"
350,"1","2025-03-13T17:27:25.341346Z",350,47.664,"Neutral","Ол туһунан бүгүн чинчийэн үлэлии сылдьар педагог-психолог Туйаара ЛЕПЧИКОВАны кытта сэһэргэһэбит.","2025-03-13T17:27:25.341426Z"
351,"1","2025-03-14T15:50:38.658497Z",351,565.779,"Neutral","СонуннарБэлиитикэАлександр Жирков Башкортостаҥҥа, Госдумаҕа уонна Ямал-Ненец уокуругар сырыыта – Ол иһин саҥа дьону сыымайдаан көрсөбүн.","2025-03-14T15:50:38.658616Z"
352,"1","2025-03-14T15:51:22.673434Z",352,21.98,"Positive","Тимофей Тимофеевич уһулуччулаах сырдык санаалаах үтүө киһи.","2025-03-14T15:51:22.673524Z"
353,"1","2025-03-14T15:52:33.309340Z",353,66.703,"Negative","Тутуу матырыйаалын булуу-талыы күнтэн күн ыарыыр, тиэхиньикэ кыайан саҥардыллыбат.","2025-03-14T15:52:33.309429Z"
354,"1","2025-03-14T15:53:19.394211Z",354,43.349,"Neutral","Көмүс ытарҕатын эйэҥэлэтэн, суумкатыттан көмүс бөҕөхтөөх швейцарскай чаһытын иилинэр.","2025-03-14T15:53:19.394415Z"
355,"1","2025-03-14T15:53:33.699032Z",355,12.729,"Neutral","ТХМ тэриллиилээх хаһаайыстыбалары билэ, көрө, харайа олорор тэрилтэ.","2025-03-14T15:53:33.699110Z"
356,"1","2025-03-14T15:54:21.302674Z",356,44.788,"Neutral","Биир мас сыаната кээмэйиттэн, боруодатыттан уонна төһө ыраах сиргэ кэрдэллэриттэн тутулуктаах.","2025-03-14T15:54:21.302753Z"
357,"1","2025-03-14T15:55:15.891743Z",357,51.639,"Negative","Үүтүм сыатын балыйбата буоллар, син да буолуо этэ.","2025-03-14T15:55:15.891907Z"
358,"1","2025-03-14T15:55:31.162906Z",358,12.633,"Negative","Эргэ дьиэлэри суулларан баран тутарга харчы эмиэ суох.","2025-03-14T15:55:31.162998Z"
359,"1","2025-03-14T15:55:42.798170Z",359,9.615,"Neutral","Быйылгы тэрээһиҥҥэ кэлбит дьон ылбыт билиэттэрин сууматын (1 тыһ.","2025-03-14T15:55:42.798249Z"
360,"1","2025-03-14T15:57:00.619303Z",360,75.317,"Positive","Бу сыллар тухары биһиги улууспутугар “Үтүө дьыала” хамсааһыныгар күүскэ үлэлэһэн кэлбиппит.","2025-03-14T15:57:00.619418Z"
361,"1","2025-03-14T15:57:45.660966Z",361,40.918,"Neutral","Ол курдук, геологтар түстэнэн олорор, үлэлиир сирдэригэр, тулалыыр экология эйгэтин айгыратыан сөп диэн, дьөрү ыты да көҥүл көччүппэттэр.","2025-03-14T15:57:45.661055Z"
362,"1","2025-03-14T15:58:07.785217Z",362,20.524,"Neutral","Этиһэр буолан, көмүскэнээри үүт анаалыстыыр “Клевер” ылынныбыт.","2025-03-14T15:58:07.785297Z"
363,"1","2025-03-14T15:59:17.405948Z",363,64.651,"Positive","Үп-харчы туһунан билии уонна уурунуу – бу көннөрү сатабыл эрэ буолбакка, инники байылыат уонна туруктаах олоххо ааны арыйар тутаах үстүрүмүөн буолар.","2025-03-14T15:59:17.406033Z"
364,"1","2025-03-14T15:59:30.490266Z",364,10.41,"Neutral","11” хамаанда: Ярослав Иванов, Горнай улууһун Бэрдьигэстээҕин гимназията, Виктория Корякина Дьокуускай 31-с №-дээх оскуолата, Виолетта Ефремова, РЛИ, Кира Вензель, Дьокуускай 23-с №-дээх оскуолата (кейсэ – “COLD50” креатив ааҕыныстыбата).","2025-03-14T15:59:30.490408Z"
365,"1","2025-03-14T16:00:25.426172Z",365,53.368,"Neutral","Үүнэри-сайдары өйүүллэр Ынах сүөһүбүт – 1067, ол иһиттэн 392 ыанар  ынах быйыл кыстыкка этэҥҥэ киирдилэр.","2025-03-14T16:00:25.426314Z"
