text,label,domain
"Холобур, билиҥҥитэ “дьиҥ­нээх эр киһи” уонна “дьиҥ­нээх эр” диэн өйдөбүллэр – “бу көмүскээччи” уонна “бу булааччы-талааччы, хааччыйааччы” – майгыннаһар эбит буоллахтарына, “дьиҥнээх дьахтар” уонна “дьиҥнээх ойох” диэн өйдө­бүллэр атын-атыттар уонна ардылара эмиэ атан иһэр кэриҥнээх.",neutral,kyym
Оччотугар учууталга үөрэҕи-билиини биэрэригэр быдан чэпчиир.,neutral,kyym
Туох да мероприятие игн болбат ду,negative,forum
тумулга оскуола5а уерэмикит да,neutral,forum
Бэйэбиттэн 5 сыл а5а убайдаах этим онтум быйыл эмискэ эмиэ суох буолла,negative,forum
"Билигин хас киьи олороруй, а5ыйаатылар буолуо, бары коьон",negative,forum
Хонор этибит детсадка ол са5ана,neutral,forum
Вячеслав Чорновил ссылка5а олоро сылдьыбыта,negative,forum
эн миигитэн элбэ5и бутэрбиккин быьыылаах,neutral,forum
Мин кордум да ыта сатыыбын,neutral,forum
ким эрэ диэн кимниний,neutral,forum
Кер Биьиэхэ тугун былдьатан итинник дьаабылыырый,negative,forum
тумулга кпга улэлир диэн хаьан эрэ истибитим,neutral,forum
эрэбуллэр хайдах аастылар,neutral,forum
Манна самыыр ибиирэн туhэр,neutral,forum
"Мин , бииргэ бултуур уолаттарым тл порнуха бого корон утуйаллар туул туьээри)))",positive,forum
Саамай сопко этэ5ин Бигэ52,positive,forum
билигин соро5ор массыына5а истэбин уруккуну саныыбын,neutral,forum
ессе аймахты инибит,neutral,forum
Билсиhэ керсуhэ сатаабакка,negative,forum
просто тиэрдээрин эрэ,neutral,forum
ити Саарба Киис диэни булкуйар долбайдарга туьаайан,negative,forum
Миигин кытта билсиэн этэ да,positive,forum
"Аргы истэр да5аны тойон киһи аргыны хас билбэт киһиҥ киирэ-киирэ ""мэ"" анньа сылдьарын сөбүлээбэт буолуохтаах",negative,forum
Я-5а ыйытыам этэ,neutral,forum
96-98 спту-4 уэрэммитэр ханна5ытыый бааргыт доооо,positive,forum
"ханна эмит атыылыыллара дуу, эбэтэр онорооччу маастар баара дуу",neutral,forum
кытаанах кэпсэтии вохсуу,negative,forum
Беляев Игнат ханна тийдэ кэргэннэннэ да или как а может кто знает его сот скиньте плиз,neutral,forum
Сунтаарбар барыахпын ба5ардым ийэбин а5абын а5ынным,negative,forum
"Буо5ар5аны этэбин, дьэ кетер ааттаах эрээри кур суурэ сылдьар буолар, редко отой бу уктэтээри гынна5ына ата5ын анныттан кетен киьини соьутааччы абааьы кетере, онтон да сылтаан сурэх ыарыьах буоллум быьылаах",negative,forum
"Оччоҕо үөрэммит справкаҕын, медосмотргын, фотоҕун, акт осмотра, паспоргын, охотбилеткын туппутунан разрешительнайга тиийэҕин",neutral,forum
уерэттэххэ дворовай да боруода барар,positive,forum
Уол олох бэркэ ыллыыр эбит,positive,forum
Урут 1990 сс сылларга Орто Халыма5а улэлээбитэ,neutral,forum
"Чкаловка да Саҥа Дьылга туох эмэ тэрээһин буолла ини, билэр дьон суруйуохтара",positive,forum
"30 Бог не вменил нам в вину времена неведения нашего, но теперь повелевает всем людям повсюду покаяться",neutral,forum
Алаас кыыһа аатын кимий,neutral,forum
Найахы хора Омскайга ыллыы барар буолбут,positive,forum
Эн тлф хаалларбакка хайдах ХАЬААЙКАга киирэгин,neutral,forum
"Дьонум: ""Эьэ сылдьар""-дииллэр",negative,forum
Медосмотр (ханнык быраастары бараргын этиэхтэрэ ),neutral,forum
"Онно уьус куммутун эмиэ хоннубут, биир убай син ойдонон олоруста, 14 олордубут",neutral,forum
Туора кетееччуну олох дэн кэриэтэ туьэрэбин,negative,forum
Мааматтан привет) кэлэн иьэр сана дьылынан э5эрдэ,positive,forum
Ханка күөлгэ толору кусчут,neutral,forum
Гитара5а оонньуур форумчаннар бааргыт дуо,neutral,forum
н бааргын ду,neutral,forum
Дьэ оннук хамнастаах улэни хантан булабын,negative,forum
"Туртаьы бултаан бо, уонна оптики илдьэ сылдьар ордук",neutral,forum
Мин быйыл эрэ сылдьыбатым,neutral,forum
КондакСаргы диэн хайдах кыыьый,neutral,forum
мин кынаатым да табабын,neutral,forum
Ким миигин биллбиккэ привет Лана,positive,forum
Мин бултуу-балыктыы баран икки-үс хонон кэллэхпинэ саҥарыах курдуктар,neutral,forum
"Христианнар бары норуоттарга барыларыгар бааллар, бэл джунглига олрор норуоттар ылынаналлар",neutral,forum
Многие простые граждане будут немного удивлены: почему такие расходы на парламентариев,negative,forum
Тулагы икки Ханалас ыккардынан островка протокаха бэьээ киирэн олордум,neutral,forum
"Баар декумуоннаах, атыылыам 89644197142",neutral,forum
"Ити ыраа5ы корбот, олох кыра ойдоох киси майгыта",negative,forum
"Ийээ, аҕаа, үрүҥ күн –",positive,forum
Ардыгар сыыстарар да буолар,neutral,forum
Кэнники устуута олох куhаган,negative,forum
ото мин боппуруоспар то5о эппиэттээбэккит,negative,forum
"Саам ежектора алдьанан хаалла кимиэхэ эмит баар буоларай, алдьаммыт игин саа",negative,forum
2 чаас курдук медосмотр бардым,neutral,forum
Харана халлаанна со5отох ыйдана,neutral,forum
Сотору ытым төрүүр,positive,forum
кимнээх эбиттэрэ боллар,neutral,forum
Дьахтар курдуккун бы4ылаах,negative,forum
Сырдат диэн тугу эттин,neutral,forum
"» - диэтэргин,",neutral,forum
доготторум барахсаттар хата уоhээ тахсыбыппыт ди,positive,forum
Хас сарсыарда аайы 1,neutral,forum
хайдах буола сылдьарый,neutral,forum
"Кинилиин туруга санаата ордуга боло, уоскулаҥ кут сүр олохтуура боло, ол өттүн көр, төһө да кырасаабыссаҥ иһин, кут сүр уоскулаҥын биэрэ сатыан этэ буоллаҕа, кытаат",positive,forum
То5о эрэ дивизион таьыгар истиэпкэ сылдьарбытын хайа да аппыьыар бопсубат,negative,forum
"Ахтабын билигин,саныыбын эйиигин",positive,forum
"Чаппандалар бэйэ бодо5утун тардынын, беьуелэккит уутун хаарын хорон туьэрин",positive,forum
Ону биир чааhын уларыттахха атыныгар охсуута суох дуо,negative,forum
Вепрь 308 L590 ОРДУК,positive,forum
Муора игин тохтоото5о ди,neutral,forum
"Тугу түһээтин диэтэхпинэ, эн Ийэҥ үрэх аннараа кытылыгар туран миигин ыҥырар дьиэтти",neutral,forum
Заводуттан заказтыахха сеп,neutral,forum
"мелкашканан куттал суох буоллаҕына ыппатах ордук,араанньы эрэ оҥоруон,ол кэнниттэн бэйэҕин конкретно бултаһыан сөп,оннук дьаһаннаҕына итог 90-10 ҥа кини туһатыгар",negative,forum
Бука барыгытын саха сирин күнүнэн,positive,forum
билсиэх киһи көрү-нары сөбүлээбэппин),negative,forum
Ким доҕордоох- ол дьоллоох,positive,forum
"Элигиэт, эн киси буоллагын дии",neutral,forum
"offen, Сандра мин догоро суох буоллахпына хайа белеххе сыьыарара буолла",negative,forum
Үтүө күн буоллун,positive,forum
Керсуе киьи килбиэнэбин,positive,forum
Күөх Маайынан эҕэрдэ,positive,forum
"55-60 саастаах чөл олохтоох, үлэлиир огдообо эр киһини кытта билсиэм этэ",positive,forum
Маай бырааьынньыктарынан сохотохсуйбут дьоьун дьонум,positive,forum
"бугун арыгы исиьэр дьахтар баар дуо маайынан сибээстээн, онтон тохсус маайга эмиэ тэннэ исиьэр асаьар туетэ наада харчы элбэх Дьиэ да баар сууллаары да турар буоллар",positive,forum
Эн Эр дьон аатын того туьэрэгин,negative,forum
"Дорооболоруҥ,параады көрөн келлим,тоҥнум да буоллар",positive,forum
Параад буолар кун наар тымныы бахайы буолар дии,negative,forum
"Мин тел нен,уе киирэр буолан были проблемы с мини-оперой",negative,forum
Урут 6 тыь,neutral,forum
"Этээппин оҕолуу хомойуоҥ,",negative,forum
Опекунстванан ылбыт ийэм быраата а5ам тэнэ киhи былырыын массына5а аварияланан 8лбvтэ,negative,forum
"Суурэн, кетен иьэри икки хараххынан керен опережениялаан ытахын, оччохо сыалгын булларахын",positive,forum
Онон 11-тэн дьэ биллиэ сиикэрэлээн,neutral,forum
МВЯ - 2011 кыттан эрэбин,neutral,forum
мин дойдубар кэлэн астына дуоьуйа ахн сылдьабн))))) тох да наадата сох~)))) кимнэх 8сс8 бааргытый,positive,forum
сааһа 40-тэ буолуон сөп,neutral,forum
"буолар выстапкаларга саха ыта наар бутэьиккэ рингэлэнэр,ааьан иьэн диэбит курдук,туох та промердааьын энин диэн суох,харах холуйуутунан,уонна саха ыта манан эрэ буолуохтаах диэн сыыьа ойдобул баар",negative,forum
"Горохова сардаана диэн баара дии,абытайдаах кыыс",positive,forum
Олус учугэйдик суруйбуккун,positive,forum
"Аполлон биьиги кэккэбитигэр хомойуох иьин суох(((, Кутилова Москва5а кеспут",negative,forum
"Арааста, «били ас» кыаттарбакка кэтэһэ сыппыт бадахтаах",negative,forum
Уонна туохтан да иннибэккэ дьиэ-уот улэтин аа-дьуо оноро сылдьыам эте,positive,forum
"НАҺАА улахан, үрдүк тыатаа5ы эбит",neutral,forum
барааччылар кытаатан миэстэлэ4эн кэлин диэн ал5ыыбыт,positive,forum
"сотору кэминэн куус комо буолуохтара ди, билигин да комолоьоллоро буолуо",positive,forum
ол үс-түөрт киһиттэн биирдэстэрин - илэ Саха Тылын таҥаратын курдук көрөр дьон баар ээ),negative,forum
Мин олохпун уонна тиллиибин ким Миигин итэҕэйбит өллөҕүнэ да Мин бүтэһик күҥҥэ тилиннэриэм диир,negative,forum
", эчи ынырыгын",negative,forum
Аполлон туох буолбутай,neutral,forum
"Билин,н,и эдэр ыччат оннук мустан оонньуу-к8рулуу сылдьарын к8р8 иликпин",negative,forum
"Чаппанда оскуолатын бутэрбиттэр, атын тыа о±олоро эмиэ – бары оччолорго со±отох орто оскуола±а (1 №-дээх оскуола±а) киирэр этибит",neutral,forum
5 киьибит правительство5а улэлииллэр дии,neutral,forum
"Чэ манан бутэн эриэм,кэнники тугу эрэ суруйуом",neutral,forum
"Туох куьаган, хара санаалаах дьонноруй",negative,forum
Дэнэр тэрил тугу туһалыырый,neutral,forum
Пaвлов Юрик ханна тиийдэ,neutral,forum
Аймах мин хаартыны чыыстай оонньооботох устуукам чиэhинэ пикала эрэ хараап эрэ уонна абааhы корооччубун,negative,forum
Тииҥ этэ крест рынокка атыылыыллар дуо,neutral,forum
Уксубут да оннук сылдьар ини,neutral,forum
Таптарбыт буолан биллибэтэ5э буолуо диэн буолбута,neutral,forum
"Дьяконов Буоккэни""Кальмары""ким билэр комолоьун",neutral,forum
"онно улахан сатабыл надата суох, мин санаабар улахан разница суох",neutral,forum
"Эмансипированнай, культур-мультур дьахталлар олороллор дуу, өйдүүн-санаалыын биир эмэ сахалыы иитиилээх дьахтар баара буолуо дуу",negative,forum
Ньургуйаана булуу этэ дуо,neutral,forum
Туох омугуй Попов,neutral,forum
"Этимэ, муннукка хаайыы, кистии-саба манаһыы))",negative,forum
ХА НО убаайдаах эбиппит дуу,neutral,forum
учугэйдик толкуйдаан куоластыахха наада,neutral,forum
"""Саха ытын"" билигин борорстуой дьон булан ылара реальнай дуо",neutral,forum
Э5эрдэ буолуохтун земляки,positive,forum
"Наhаа учугэй маама5ын, молодчина",positive,forum
",Байанай центрга биэстэ ытара баар этэ 54 тр",neutral,forum
"Чуэчэ дирэктэрди олороро учугэй б858 буолла5а дьи,дьэдьэтэ5эр",positive,forum
"стипи, 15, кэлэн көрө сылдьаҕын дуо",neutral,forum
Ити ону маны дой5охтуур дьонно кыьанматка,negative,forum
Ханна-ханна сылдьыбыппыт буолла,neutral,forum
Где вы то5о суттугут,neutral,forum
Сайыммыт ууннэ да тымныыта сурэ бэрт олох куьун курдук,negative,forum
Сох сох группа,neutral,forum
сэриини куертээччи илэ бэйэтинэн сылдьар бы4ыылаах,negative,forum
"Ону атын, үчүгэйдик олорор омук курдук көннөрөргө,аччыгыйа икки үйэ наада",negative,forum
"Ийэ кунугэр анаан мероприятия буолбута, ааспыт неделя5а, Ньурбаттан МФЦ-лар, быраастар, психолог, тахсаннар дьону консультациялаатылар",neutral,forum
"девиз диэн сахалыытын билбэппин, табаарыһым Бигэ уол киирэн тылбаастыыр ини диэн эрэнэбин:))))",positive,forum
2001 ханна бааргытый,neutral,forum
суруйбаккын дьи 9241733544,negative,forum
"Чаархаан ыhыахчыт эhэ диэбитигэр дылы, урут Маалыкайга ыhыах",neutral,forum
"Чувак с Мурьи, Били салгыны хайытар кетеру этэгинда, Угуруе угруруе да",neutral,forum
"Тымныы о5онньор сыарҕатыныын,",neutral,forum
"Дьэ дьыл5а оннук ""кустаппыт""",neutral,forum
"Аны манна кэлэрэ буолуо, наьаа элбээтэ",negative,forum
Лина диэн кэргэннээх этэ,neutral,forum
Онтон сахалы аата,neutral,forum
"Долбай буоллаан ди,чукча",negative,forum
Скс штыга баар диигин дуу,neutral,forum
Бары кэлиҥ Саҥа Дьылга,neutral,forum
"киллэрин эрэ кердеheбун, эрдэттэн махтал",positive,forum
Манна сахалыы форуму киртитимэ,negative,forum
"Дьэрбэ, онто даҕаны суох арамаантыка үлэлээх",negative,forum
Лайка сыаната төһө буоларый,neutral,forum
"Гарик иккис кэргэннэммитэ, музыка учуутала тонулугэ",positive,forum
"Бадьарах атыыр да син уна-ханас бэрсэр боотурдардаах буолуохтаах, онон Папуалар наьаа айдааны таьаарбакка бу дьыаланы сабан кэбиьин, бу кутталлаах иирсээн симэлийбэтэ5инэ 3-ус ААН ДОЙДУ сэриитэ са5аланар иэдээнэ буолуо5а",negative,forum
майгым ваще сытыары сымнахас,negative,forum
Чуочэбин дьукаах кордуубун,neutral,forum
соьуйбут дьон ойон турдулар,negative,forum
Үс кырыыс оннугар Таҥара үс алгы предлагайдыыр,positive,forum
"устар 1 күнун , биир дойдулаахппыт айар биэчэригэр атаарын",positive,forum
"Билигин уонна күһүн кэлэн кулубтарга концерт көрө, спортивнай мероприятияларга эгин сырыт",positive,forum
"Хантан эдэр кыыс диэн биллигит багар эр киьи уеннурэ олорор буолуо уксэ манна оннук кулуу элэк ,онон биир да биллэрии дьицнээх буолара саарбах",negative,forum
"саха аборигеннай булчут ыппытын впкос-ка таьаарага дьиннээх племенной улэ барыахтаах,сельхозинститут,академияны улэлэтэн,учугэй хааннаах булчуттар ыттарын талан",neutral,forum
"Мин санаабар,сахалыы КУТ КИЛЛЭРИИ диэн ОБРЯД оноруохха наада",neutral,forum
- Чэ барыахха,neutral,forum
Уонна аны суруйбаппын эйиэхэхэ,negative,forum
"Оо дьэ киьи кулуех, се5уех курдук кэпсэтэ5ит ди",positive,forum
Тыыннаах күөх кэрэни аныыбын,positive,forum
Лицензияҥ срока 6 ый,neutral,forum
Fabarm хайдах сааный,neutral,forum
"дима 8 кылаас, айаал 6 кылаас, маша 4 кылаас",neutral,forum
Интимнээх эрэ билсэбин,neutral,forum
хайдах эрэ нето ба5айы,negative,forum
Дууһам тылын таарыйан,positive,forum
"Биир да Танданы сэнээрэр киьи суо5а то5о бэрдэй, до5оор",positive,forum
кусчуттар да саас суол суох кус да наһаа таарыйбат буолан бэйэбит эрэ хаһаайынныыбыт сааһын дьэ киһибин кэтэһэргэ сананным крышаны кириэппэс оҥостон ремоннаабытынан бардым хата сиэрдийэ баар буолан икки өртүн бүөлээтим күүлэ туллубут муосталарын таһааран орон оҥостон онно 3түүн киһим кэлиэр дылы хонон турдум арба өрдөөҕү тостубут уктаах анньыыны булан уктаан үҥүү оҥостон ыбылы сытыылаан күнүстэри олох тута сырыттым ону санаатахпына билигин да куйахам күүрэн ылар,negative,forum
Билиҥҥи сыанатын билбэтим,neutral,forum
1963 дуу 64 дуу с,neutral,forum
"Елизарова Светлана Сергеевна математика учуутала этэ дии, кини билигин ханна баара буолла",neutral,forum
работаю в жкх,neutral,forum
таптал баар бо ардыгар таптабатах ордук,positive,forum
"мин собо уурдахпына киирбэт , тасыгар распиловка кырпах эт ыстахпына сиэбэтэх болар",negative,forum
Биир дойдулаахтарбар УРУЙ АЙХАЛ буолуохтун,positive,forum
"(сана буотах, эргэ капкааннар)",neutral,forum
мин да тумуллары ыйытаары кэтэьэбин,neutral,forum
2 миэтр курдук чугас эһэюит хаһыыта иһиллиннэ уонна теттеру куотар тыаһа иһилиннэ,negative,forum
000 бугун кордум,neutral,forum
"Со5отох хаалбыт ийэ, дирин кутур5аммын тиэрдэбин",negative,forum
ити саханы сурэ5э суох онорбут дьарык,negative,forum
"света, 6 см билээри секстэккэ наадоо буо тетялаар, бастаан",neutral,forum
Эьиги ханна олорогут,neutral,forum
40 хонук кэнниттэн тереебут Чурапчым урдугэр ыстаран кэбиьиэм))),positive,forum
көрүҥэр уонна бултуур хаачыстыбатыгар сүрүн болҕомтону ууран,neutral,forum
Ол содула күннээ5и харах далыгар кестерүн бэйэбит да ейдеен кербеппүт,negative,forum
Ити Барашков Ариан диэн кимнээххэ кутуетуй,neutral,forum
"Биьиги балыктаатыбыт, куох луук хаьаанныбыт",neutral,forum
"Кстати, бу кысын биир бочуоттаах юбилярга ""Почетный охотник"" диэн знак уонна удостоверение биэрбиттэрэ, ол огонньор сроктан тутулуга суох бултуур буолар усу",positive,forum
суруй бассаап кэпсэтиэх манна сугуннээбэттэр быьылаах,negative,forum
ник нонуо хаалар ордук буолуо,neutral,forum
нам диэкки ойуур баhаара баар уhу,negative,forum
Кынаатаххына хайдах табыан суо5ай,positive,forum
Илдьэ сылдьабын того хаалларыахпыный,neutral,forum
"Эмэ-томо суох, бэйэм бырахпытым",positive,forum
Выпуск 94 год,neutral,forum
"ханныгын, хайда5ын тустаах айдарыылаах дьону кытта сүбэлэьэн, сөбүлэьэн туох, хайдах буолла5ына сатанарын хамнастаах үлэьиттэр быьаарыа этилэр буо",neutral,forum
Кинилэри сайыспыт буоллахпына,negative,forum
"Аһаан баран, тахсан табаахтаан бур5ата олордохпутуна, ГАЗ-51 массыына кэлэн тохтуу биэрдэ",neutral,forum
Кто нить что нить слышал,neutral,forum
мэнэлэр комолосун эрэ Моорук суолатыттан сылдьар апрсимова пашаны кордуубун ханна баарый кэргэннээх,neutral,forum
"Алёша олох наар улэ да улэ,к8рс8р да,кэпсэтэр да солото суох буолачы",negative,forum
Биир бириэмэни болдьоhон баран тэннэ кэпсэппит киhи,neutral,forum
эйигин тыыппат буолла5ына то5о бултаары гына5ын,negative,forum
Ол гынан баран мин са5ана оннук баара дуу,neutral,forum
ытык кюльтэн сылдар талах курдаах гоголев кешаны ким билэрэээй,neutral,forum
Биир уоллаахпын сааһым 46 оннук барсар да,neutral,forum
"Буолар Кэмэ: Ыам ыйын 19 күнэ, 18",neutral,forum
"Улуустар форумнарын киирэн көр,быйыл эрдэ буолаллар,12-19",neutral,forum
